aX,aY,aZ,gX,gY,gZ
0.071,0.715,0.092,-3.296,-32.288,14.954
0.068,0.803,0.127,-4.211,-35.217,16.357
0.059,0.901,0.159,-3.418,-38.696,15.747
0.044,0.993,0.198,-0.305,-41.748,14.221
0.035,1.082,0.229,4.883,-42.847,11.841
0.035,1.160,0.244,12.451,-41.504,8.057
0.041,1.235,0.240,22.766,-36.743,1.465
0.062,1.274,0.231,36.316,-32.471,-8.789
0.083,1.273,0.237,50.964,-30.334,-23.621
0.107,1.235,0.252,61.829,-29.297,-39.917
0.115,1.189,0.270,64.270,-29.114,-54.504
0.120,1.152,0.282,57.800,-30.457,-65.186
0.120,1.136,0.295,44.800,-34.790,-72.266
0.118,1.139,0.311,28.992,-41.260,-76.782
0.131,1.133,0.335,14.648,-48.523,-81.909
0.154,1.105,0.366,2.502,-54.626,-89.478
0.173,1.074,0.392,-9.705,-59.143,-98.389
0.189,1.042,0.413,-21.484,-61.401,-106.323
0.211,1.010,0.424,-31.250,-62.744,-113.098
0.246,0.965,0.431,-37.292,-64.087,-119.080
0.284,0.902,0.440,-39.917,-64.758,-125.183
0.326,0.832,0.453,-42.175,-66.223,-129.761
0.366,0.761,0.469,-45.410,-68.542,-133.118
0.409,0.690,0.486,-49.744,-71.350,-134.277
0.435,0.624,0.500,-54.138,-74.097,-134.277
0.453,0.565,0.514,-57.312,-76.172,-134.277
0.472,0.496,0.536,-57.861,-78.125,-133.667
0.490,0.419,0.576,-55.420,-80.139,-133.057
0.521,0.330,0.635,-51.819,-83.618,-132.446
0.559,0.227,0.697,-48.706,-90.027,-132.202
0.589,0.123,0.772,-48.279,-96.008,-131.836
0.630,0.013,0.843,-51.575,-98.938,-129.700
0.666,-0.085,0.917,-57.861,-97.107,-124.146
0.695,-0.147,0.970,-66.040,-90.271,-113.953
0.692,-0.170,1.003,-72.327,-80.627,-99.426
0.682,-0.157,1.007,-72.571,-67.627,-80.811
0.677,-0.130,0.985,-64.453,-51.636,-61.340
0.685,-0.082,0.932,-47.119,-35.828,-46.082
0.670,-0.063,0.893,-22.400,-23.376,-37.476
0.660,-0.052,0.843,0.488,-12.451,-30.823
0.682,-0.023,0.762,16.052,-1.648,-22.156
0.693,0.010,0.680,28.320,5.371,-14.832
0.695,0.042,0.621,39.063,8.911,-8.972
0.687,0.073,0.570,47.058,9.399,-3.662
0.672,0.102,0.531,51.697,7.141,0.122
0.651,0.120,0.501,53.406,4.822,2.747
0.630,0.128,0.473,51.575,3.967,4.028
0.598,0.130,0.435,46.204,5.188,4.089
0.566,0.131,0.378,38.635,8.789,3.479
0.557,0.125,0.305,31.799,13.489,2.441
0.546,0.108,0.238,27.222,14.648,1.221
0.531,0.084,0.182,24.963,10.498,0.793
0.513,0.061,0.146,22.339,2.808,2.136
0.499,0.038,0.104,17.761,-7.568,4.578
0.478,0.029,0.081,12.451,-18.494,8.667
0.456,0.041,0.068,7.446,-28.137,13.855
0.418,0.061,0.071,5.920,-37.598,20.447
0.375,0.091,0.087,7.751,-46.936,28.931
0.329,0.132,0.116,13.123,-56.030,38.635
0.285,0.178,0.148,20.996,-62.683,47.729
0.245,0.227,0.181,30.945,-67.444,54.932
0.227,0.270,0.196,41.504,-69.641,58.533
0.253,0.307,0.187,52.246,-68.604,58.289
0.295,0.319,0.179,63.171,-67.627,55.420
0.323,0.312,0.197,71.350,-71.106,51.025
0.352,0.284,0.233,73.425,-78.369,46.936
0.352,0.260,0.280,67.688,-85.327,44.373
0.348,0.264,0.316,55.664,-90.210,44.922
0.321,0.286,0.336,43.335,-93.323,48.401
0.349,0.325,0.353,36.621,-97.473,53.955
0.359,0.360,0.396,37.109,-102.661,60.608
0.390,0.405,0.468,39.551,-110.535,67.322
0.380,0.458,0.560,39.856,-120.728,71.960
0.370,0.516,0.670,36.194,-128.357,74.036
0.339,0.580,0.771,30.457,-132.263,73.669
0.323,0.651,0.834,25.818,-131.104,70.862
0.324,0.710,0.891,27.771,-125.305,64.331
0.306,0.740,0.978,38.025,-119.934,54.077
0.261,0.764,1.109,52.002,-121.704,43.579
0.230,0.783,1.269,63.354,-129.333,36.987
0.227,0.796,1.437,68.970,-134.338,35.034
0.257,0.805,1.595,68.481,-129.883,33.081
0.298,0.807,1.724,62.317,-117.371,26.794
0.203,0.745,1.830,52.734,-97.168,17.212
0.289,0.791,1.844,36.926,-43.213,5.493
0.288,0.726,1.811,42.847,-19.836,-6.897
0.275,0.651,1.740,47.119,3.906,-17.578
0.248,0.583,1.654,46.692,23.499,-22.827
0.241,0.516,1.565,43.884,32.715,-24.048
0.219,0.469,1.516,40.833,31.982,-22.644
0.206,0.428,1.528,37.720,19.653,-18.005
0.203,0.403,1.586,32.532,5.371,-10.803
0.193,0.402,1.649,23.865,-1.831,-2.441
0.166,0.426,1.677,13.733,0.244,4.639
0.139,0.466,1.641,6.165,10.620,11.047
0.122,0.503,1.552,3.479,24.414,15.442
0.117,0.527,1.441,5.798,37.659,16.968
0.114,0.532,1.310,8.972,49.988,15.686
0.111,0.540,1.160,9.827,62.561,13.062
0.112,0.545,1.021,9.155,75.989,9.949
0.126,0.537,0.877,8.057,87.219,6.287
0.152,0.519,0.744,7.446,92.834,0.427
0.158,0.487,0.631,8.423,91.064,-7.141
0.184,0.442,0.552,9.521,82.458,-16.541
0.203,0.378,0.502,8.179,70.068,-24.353
0.226,0.312,0.477,2.747,55.359,-29.663
0.250,0.255,0.462,-6.348,41.016,-33.142
0.261,0.215,0.463,-17.029,29.419,-33.020
0.269,0.194,0.481,-25.818,16.479,-30.090
0.275,0.190,0.520,-29.785,4.578,-25.330
0.287,0.193,0.580,-28.748,-4.639,-20.264
0.301,0.201,0.646,-23.743,-10.742,-16.479
0.318,0.209,0.704,-17.090,-13.489,-13.184
0.329,0.209,0.747,-9.583,-14.221,-10.681
0.331,0.205,0.786,-2.380,-12.024,-8.728
0.341,0.206,0.810,3.601,-8.850,-4.761
0.339,0.216,0.831,7.996,-6.165,0.122
0.332,0.236,0.845,11.353,-4.333,5.920
0.318,0.270,0.859,13.672,-2.808,11.597
0.303,0.312,0.872,14.832,-3.113,16.724
0.286,0.360,0.886,14.832,-4.150,20.203
0.273,0.407,0.900,13.733,-5.127,21.423
0.262,0.445,0.916,11.597,-6.470,20.264
0.256,0.469,0.931,8.240,-7.141,16.724
0.254,0.479,0.942,4.639,-6.775,11.292
0.262,0.471,0.949,0.732,-5.432,5.188
0.271,0.448,0.957,-2.319,-4.272,-0.427
0.275,0.417,0.965,-5.981,-3.723,-4.578
0.280,0.389,0.961,-9.644,-1.465,-7.385
0.281,0.367,0.944,-11.902,1.465,-8.484
0.281,0.349,0.917,-11.230,5.188,-8.362
0.276,0.336,0.892,-7.874,7.996,-7.202
0.272,0.327,0.871,-2.808,9.705,-4.883
0.269,0.329,0.855,1.770,10.437,-2.258
0.271,0.334,0.843,5.005,10.315,-0.427
0.272,0.342,0.834,6.104,9.888,0.916
0.271,0.349,0.821,5.737,10.010,1.038
0.267,0.349,0.802,4.578,10.437,-0.061
0.264,0.346,0.784,3.906,10.315,-1.099
0.264,0.334,0.776,3.540,8.362,-1.587
0.268,0.321,0.776,2.625,6.042,-1.709
0.268,0.313,0.776,0.854,4.028,-1.465
0.268,0.311,0.777,-1.221,2.380,-0.610
0.269,0.315,0.782,-2.625,0.793,0.793
0.266,0.325,0.799,-2.991,-1.160,2.380
0.261,0.340,0.823,-2.502,-3.357,3.540
0.257,0.359,0.846,-1.892,-5.005,4.333
0.257,0.375,0.871,-1.404,-5.615,4.456
0.256,0.384,0.898,-1.099,-5.981,3.113
0.266,0.382,0.915,-1.343,-4.822,0.732
0.272,0.367,0.927,-2.319,-3.479,-1.526
0.273,0.354,0.932,-4.272,-1.343,-3.479
0.279,0.342,0.922,-5.981,1.099,-4.089
0.286,0.337,0.907,-6.409,3.296,-3.723
0.289,0.332,0.892,-4.517,4.822,-2.808
0.290,0.330,0.882,-1.343,5.371,-1.404
0.287,0.336,0.876,1.465,5.371,0.183
0.286,0.344,0.866,2.930,5.371,2.014
0.283,0.352,0.859,2.991,5.249,3.052
0.284,0.358,0.852,1.892,4.517,2.808
0.285,0.360,0.850,0.122,3.357,1.770
0.284,0.358,0.851,-1.648,2.625,0.366
0.281,0.352,0.851,-3.296,2.380,-0.854
0.279,0.347,0.852,-3.906,2.258,-1.404
0.278,0.341,0.850,-3.357,2.563,-1.587
0.280,0.331,0.845,-1.709,3.418,-1.648
0.278,0.321,0.838,-0.244,4.761,-1.587
0.275,0.313,0.827,0.732,5.859,-1.160
0.274,0.310,0.817,1.221,5.981,-0.183
0.272,0.315,0.803,1.038,5.493,1.526
0.265,0.324,0.794,0.916,4.517,3.174
0.271,0.336,0.789,1.343,2.686,4.578
0.268,0.354,0.791,2.380,0.671,5.127
0.265,0.381,0.796,3.418,-0.610,5.371
0.261,0.415,0.816,5.371,-2.563,4.822
0.273,0.439,0.842,7.996,-5.798,2.563
0.306,0.442,0.878,10.803,-7.812,-1.648
0.351,0.420,0.922,13.184,-9.949,-8.545
0.418,0.371,0.996,14.771,-13.855,-16.479
0.476,0.321,1.064,14.221,-22.949,-19.592
0.524,0.281,1.197,12.695,-36.133,-16.357
0.508,0.303,1.362,7.935,-50.781,-4.944
0.460,0.392,1.560,-2.502,-61.768,15.381
0.383,0.544,1.752,-14.587,-66.101,41.138
0.285,0.742,1.935,-23.621,-57.861,64.819
0.216,0.933,2.045,-26.123,-38.696,80.566
0.178,1.093,2.085,-20.386,-11.780,84.290
0.200,1.178,2.069,-7.874,18.494,72.937
0.246,1.150,2.011,5.981,48.401,45.532
0.292,1.027,1.917,10.315,75.867,9.460
0.327,0.849,1.794,-0.061,97.107,-25.330
0.355,0.661,1.661,-22.095,109.802,-51.514
0.384,0.499,1.551,-46.753,114.990,-66.711
0.414,0.356,1.471,-65.796,114.441,-72.876
0.423,0.244,1.410,-76.660,112.183,-72.693
0.424,0.166,1.348,-81.665,112.244,-67.017
0.409,0.115,1.278,-82.947,115.662,-57.983
0.407,0.091,1.191,-81.421,123.230,-47.607
0.397,0.081,1.089,-77.942,130.371,-37.537
0.375,0.084,0.984,-73.364,138.611,-29.968
0.356,0.091,0.852,-68.848,148.804,-24.719
0.320,0.098,0.713,-64.819,162.415,-21.423
0.298,0.106,0.558,-59.998,177.856,-19.714
-0.002,1.739,0.758,104.797,48.523,135.254
-0.001,1.689,0.708,94.788,58.899,100.586
0.002,1.578,0.623,77.759,67.566,66.711
0.004,1.429,0.533,56.824,70.801,37.537
-0.000,1.267,0.459,35.339,68.420,16.663
0.015,1.130,0.394,16.052,60.120,4.517
0.037,1.011,0.337,1.648,41.016,-0.854
0.055,0.915,0.338,-6.226,20.996,-2.075
0.061,0.852,0.378,-11.963,3.540,-0.854
0.062,0.829,0.417,-18.494,-7.385,2.930
0.074,0.826,0.437,-22.522,-12.634,6.592
0.086,0.807,0.443,-19.165,-13.794,5.310
0.093,0.753,0.444,-9.399,-11.902,-0.671
0.086,0.675,0.440,1.770,-9.094,-7.996
0.085,0.593,0.416,9.888,-5.981,-13.916
0.097,0.522,0.376,15.015,-4.028,-16.785
0.119,0.464,0.336,18.921,-5.554,-17.212
0.151,0.400,0.311,22.339,-11.780,-17.212
0.185,0.334,0.311,23.804,-21.057,-16.907
0.200,0.282,0.312,20.630,-30.090,-14.648
0.215,0.257,0.304,13.855,-36.133,-10.315
0.203,0.246,0.289,7.874,-40.588,-5.493
0.186,0.267,0.270,5.859,-43.640,-1.526
0.182,0.269,0.248,7.935,-47.363,2.747
0.184,0.273,0.230,13.672,-51.880,6.897
0.172,0.279,0.227,21.973,-57.556,9.399
0.165,0.297,0.226,29.846,-63.293,12.939
0.160,0.330,0.216,37.292,-68.176,18.188
0.177,0.366,0.205,45.776,-73.547,20.874
0.193,0.382,0.213,56.335,-80.627,19.348
0.222,0.376,0.251,66.467,-87.891,12.878
0.260,0.341,0.305,70.984,-96.436,5.310
0.246,0.287,0.375,67.566,-103.943,2.319
0.342,0.236,0.395,55.359,-111.267,3.784
0.319,0.206,0.461,42.542,-119.446,5.554
0.288,0.227,0.531,30.396,-127.991,13.489
0.263,0.320,0.605,20.874,-137.451,30.762
0.237,0.456,0.691,18.372,-146.973,51.270
0.213,0.600,0.808,24.536,-157.227,66.650
0.175,0.729,0.945,35.461,-166.687,73.792
0.141,0.833,1.092,46.692,-171.021,72.876
0.119,0.897,1.242,54.749,-166.870,64.697
0.106,0.924,1.370,58.472,-157.410,50.232
0.098,0.902,1.483,59.570,-144.470,31.982
0.077,0.845,1.575,58.411,-130.127,12.695
0.071,0.765,1.646,53.711,-115.234,-2.930
0.050,0.692,1.684,45.288,-98.755,-10.986
0.037,0.660,1.690,34.363,-80.505,-10.193
0.018,0.682,1.667,25.146,-62.744,-2.808
-0.000,0.738,1.640,22.705,-47.974,6.653
-0.020,0.806,1.620,28.015,-35.034,14.771
-0.028,0.858,1.601,38.574,-22.522,18.494
-0.042,0.890,1.572,48.157,-8.484,16.418
-0.074,0.919,1.526,52.429,6.042,11.169
-0.104,0.943,1.456,50.781,20.508,4.822
-0.120,0.949,1.377,47.546,30.884,-2.197
-0.130,0.932,1.309,44.312,35.706,-10.925
-0.143,0.905,1.265,40.222,37.048,-19.958
-0.162,0.886,1.228,32.410,37.109,-26.367
-0.169,0.888,1.187,22.461,37.415,-29.785
-0.174,0.911,1.139,14.282,38.818,-31.189
-0.180,0.937,1.103,11.902,39.063,-33.264
-0.185,0.952,1.077,13.000,38.208,-36.499
-0.192,0.958,1.051,15.198,38.879,-41.321
-0.200,0.948,1.025,16.602,42.664,-47.241
-0.211,0.929,0.988,16.785,48.828,-53.772
-0.221,0.931,0.931,16.785,55.725,-60.791
-0.225,0.917,0.882,18.677,59.753,-69.824
-0.215,0.879,0.836,21.362,59.509,-79.102
-0.206,0.827,0.808,22.583,56.030,-89.111
-0.193,0.767,0.791,19.165,52.063,-98.572
-0.177,0.707,0.776,10.437,47.363,-106.262
-0.158,0.652,0.755,-2.441,43.152,-112.915
-0.130,0.598,0.728,-16.418,40.344,-118.652
-0.095,0.548,0.693,-28.931,38.208,-123.413
-0.063,0.507,0.666,-38.208,35.217,-126.709
-0.042,0.473,0.651,-43.396,30.212,-127.808
-0.017,0.442,0.639,-44.312,24.414,-127.258
0.000,0.415,0.619,-41.016,20.508,-126.038
0.016,0.400,0.595,-34.241,21.484,-124.878
0.017,0.395,0.575,-25.208,23.437,-123.535
0.029,0.400,0.568,-16.418,22.095,-121.826
0.054,0.393,0.571,-9.521,16.113,-120.300
0.090,0.379,0.590,-5.432,9.338,-121.033
0.117,0.353,0.618,-6.531,5.920,-125.061
0.144,0.306,0.641,-13.000,5.676,-131.348
0.156,0.254,0.663,-23.437,7.568,-139.587
0.167,0.202,0.681,-36.072,7.935,-147.644
0.177,0.125,0.693,-47.974,7.141,-154.419
0.220,0.050,0.678,-57.495,10.071,-160.156
0.242,-0.031,0.623,-63.171,16.296,-163.330
0.254,-0.109,0.554,-62.683,23.560,-164.551
0.267,-0.181,0.519,-56.946,25.330,-164.368
0.291,-0.250,0.536,-49.500,17.578,-162.781
0.330,-0.307,0.556,-44.006,-6.226,-160.156
0.339,-0.383,0.659,-39.246,-35.400,-158.264
0.354,-0.417,0.743,-38.147,-63.293,-158.142
0.363,-0.494,0.924,-36.804,-78.064,-156.860
0.391,-0.588,1.052,-41.199,-73.242,-144.775
0.427,-0.624,1.125,-49.805,-64.270,-132.080
0.460,-0.635,1.179,-47.791,-54.260,-121.155
0.466,-0.645,1.215,-34.485,-44.373,-109.009
0.480,-0.656,1.234,-13.855,-30.823,-93.323
0.484,-0.642,1.224,6.958,-14.648,-72.815
0.493,-0.590,1.176,24.963,0.000,-48.279
0.513,-0.509,1.100,39.001,10.010,-22.949
0.534,-0.422,1.030,49.988,14.404,-2.563
0.549,-0.334,0.985,57.251,15.320,11.841
0.563,-0.259,0.947,59.631,13.367,22.156
0.559,-0.185,0.929,57.068,9.766,28.870
0.556,-0.117,0.916,51.453,5.005,33.813
0.552,-0.065,0.914,44.495,0.427,37.415
0.540,-0.021,0.921,36.743,-4.089,38.635
0.524,0.015,0.933,27.893,-8.606,38.391
0.504,0.052,0.944,18.311,-11.780,37.659
0.475,0.093,0.957,9.399,-13.550,37.720
0.440,0.142,0.972,2.319,-13.245,37.903
0.408,0.180,0.986,-2.136,-13.428,38.269
0.386,0.217,1.002,-4.639,-13.855,38.025
0.173,0.793,1.589,21.851,-49.927,8.667
0.137,0.824,1.581,27.161,-32.654,7.690
0.105,0.840,1.537,32.104,-13.550,3.174
0.068,0.836,1.482,36.987,2.625,-3.662
0.031,0.827,1.418,39.673,15.137,-11.475
-0.004,0.838,1.346,39.307,25.085,-17.151
-0.013,0.855,1.263,37.720,32.349,-20.081
-0.012,0.864,1.188,37.964,37.109,-22.400
-0.018,0.863,1.135,39.063,40.283,-25.879
-0.031,0.858,1.088,38.391,43.335,-29.053
-0.045,0.861,1.036,34.668,46.631,-31.311
-0.057,0.877,0.984,29.846,50.049,-32.654
-0.065,0.897,0.933,27.039,50.842,-34.058
-0.059,0.903,0.900,27.954,48.401,-37.415
-0.042,0.887,0.890,30.579,42.053,-43.274
-0.037,0.852,0.903,30.457,34.729,-51.147
-0.038,0.820,0.918,24.414,30.457,-58.838
-0.030,0.808,0.917,13.733,29.602,-65.308
-0.022,0.794,0.908,3.052,29.236,-70.679
-0.014,0.775,0.897,-4.456,27.832,-76.843
0.000,0.745,0.884,-8.118,26.978,-84.167
0.006,0.691,0.875,-9.766,27.527,-92.834
0.016,0.641,0.856,-11.841,31.738,-100.647
0.026,0.585,0.833,-14.526,34.851,-106.567
0.036,0.541,0.793,-16.846,37.598,-110.596
0.050,0.505,0.744,-16.052,41.443,-112.854
0.059,0.467,0.708,-11.780,43.030,-114.197
0.073,0.424,0.683,-6.042,41.199,-115.601
0.110,0.366,0.674,-1.648,35.828,-117.065
0.125,0.306,0.688,-1.709,27.527,-120.056
0.152,0.245,0.719,-8.606,19.958,-123.718
0.174,0.191,0.745,-22.522,14.771,-126.282
0.200,0.149,0.756,-41.504,13.062,-128.357
0.215,0.121,0.743,-59.998,15.869,-129.211
0.246,0.092,0.704,-72.205,19.714,-129.333
0.273,0.066,0.665,-77.820,22.278,-127.869
0.275,0.054,0.638,-77.515,23.437,-123.474
0.270,0.059,0.610,-74.951,25.391,-117.126
0.265,0.078,0.574,-69.153,27.039,-110.718
0.274,0.079,0.551,-57.678,27.100,-108.826
0.300,0.033,0.559,-40.466,23.621,-114.380
0.339,-0.070,0.602,-23.987,17.639,-125.183
0.387,-0.210,0.663,-17.273,11.597,-137.024
0.429,-0.351,0.717,-23.865,7.568,-146.484
0.464,-0.445,0.740,-40.283,5.249,-151.489
0.471,-0.499,0.747,-58.472,1.648,-152.893
0.486,-0.516,0.739,-70.007,-2.014,-151.245
0.495,-0.526,0.740,-71.289,-6.470,-147.339
0.483,-0.498,0.763,-61.951,-10.010,-141.296
0.465,-0.524,0.805,-45.105,-11.658,-128.174
0.498,-0.548,0.817,-26.550,-17.212,-111.023
0.530,-0.578,0.845,-6.470,-23.560,-95.337
0.565,-0.603,0.890,11.475,-29.968,-83.130
0.588,-0.623,0.934,23.804,-34.668,-71.289
0.612,-0.630,0.972,28.625,-35.034,-57.495
0.624,-0.588,1.001,26.123,-29.846,-42.114
0.620,-0.521,1.006,20.874,-24.902,-25.085
0.623,-0.430,1.001,18.921,-22.766,-9.644
0.625,-0.351,1.000,23.804,-21.484,1.953
0.616,-0.289,1.005,32.898,-20.447,11.230
0.604,-0.236,1.012,40.466,-17.273,18.982
0.593,-0.181,1.009,43.762,-13.550,25.513
0.586,-0.130,1.000,42.480,-10.620,30.396
0.582,-0.089,0.992,38.330,-10.071,33.691
0.581,-0.056,0.993,31.799,-11.597,34.424
0.572,-0.026,1.003,21.790,-14.099,34.119
0.548,0.014,1.025,9.644,-16.235,34.119
0.526,0.055,1.038,-1.587,-16.357,34.485
0.502,0.096,1.048,-9.399,-13.611,33.997
0.472,0.141,1.051,-11.658,-8.423,32.837
0.442,0.182,1.044,-8.423,-1.831,31.738
0.421,0.213,1.026,-1.526,5.737,31.128
0.414,0.226,1.001,6.775,14.099,30.579
0.412,0.224,0.970,13.916,21.606,29.663
0.422,0.212,0.929,18.555,27.466,28.320
0.433,0.190,0.888,19.470,31.616,26.611
0.436,0.179,0.849,17.029,32.532,24.719
0.432,0.179,0.815,12.146,30.273,23.254
0.428,0.188,0.790,6.897,26.062,22.644
0.422,0.205,0.775,2.380,21.545,22.949
0.415,0.208,0.768,-0.610,17.639,23.682
0.422,0.243,0.752,-2.136,13.977,21.973
0.421,0.256,0.756,-0.854,10.864,17.944
0.429,0.251,0.772,1.587,7.874,13.306
0.440,0.237,0.787,2.380,5.859,8.240
0.458,0.220,0.792,0.061,5.432,3.906
0.467,0.208,0.791,-3.845,5.798,0.488
0.477,0.197,0.785,-7.874,5.859,-1.648
0.490,0.180,0.781,-10.498,4.883,-3.357
0.501,0.158,0.786,-11.353,3.601,-5.066
0.499,0.144,0.797,-11.658,2.075,-5.371
0.502,0.137,0.802,-12.329,1.526,-3.540
0.505,0.139,0.802,-12.024,1.770,-1.343
0.503,0.143,0.793,-10.071,2.136,0.793
0.510,0.147,0.799,-6.104,2.197,2.991
0.510,0.147,0.810,-2.319,0.977,4.822
0.509,0.151,0.818,-0.610,1.648,6.287
0.501,0.161,0.818,-0.366,2.930,7.507
0.499,0.171,0.808,-0.488,4.578,7.996
0.492,0.180,0.801,0.000,5.432,7.446
0.490,0.180,0.793,1.709,5.798,5.676
0.489,0.170,0.795,3.418,5.554,3.113
0.491,0.156,0.800,3.418,4.700,0.916
0.492,0.142,0.805,1.587,3.784,-0.549
0.490,0.134,0.814,-1.587,2.747,-1.099
0.487,0.129,0.821,-4.639,1.953,-0.793
0.486,0.126,0.827,-6.775,0.977,-0.427
0.491,0.120,0.834,-7.629,0.366,0.122
0.488,0.117,0.843,-7.690,0.183,1.221
0.484,0.121,0.848,-7.751,0.671,3.052
0.481,0.135,0.849,-6.836,1.953,5.432
0.472,0.155,0.841,-4.639,3.601,7.629
0.466,0.174,0.832,-0.916,5.249,8.911
0.468,0.185,0.828,3.906,6.165,9.277
0.473,0.188,0.826,7.629,6.531,8.545
0.478,0.187,0.829,8.850,6.226,7.263
0.487,0.182,0.827,7.751,5.737,5.493
0.497,0.174,0.824,4.761,5.554,3.357
0.500,0.160,0.824,1.160,5.005,0.977
1.416,0.481,0.758,-15.686,-102.722,27.771
1.416,0.487,0.796,-15.076,-81.970,12.085
1.420,0.391,0.810,-9.399,-61.218,-2.197
1.392,0.296,0.793,-7.019,-41.931,-10.681
1.325,0.256,0.763,-8.301,-24.658,-11.475
1.322,0.311,0.718,-9.399,-10.254,-5.249
1.240,0.323,0.693,-4.944,-1.709,3.235
1.215,0.397,0.698,3.296,9.216,5.920
1.154,0.492,0.708,8.728,16.602,9.949
1.115,0.547,0.701,10.681,26.428,11.475
1.100,0.567,0.674,9.094,38.269,5.920
1.061,0.565,0.638,5.615,48.523,-3.479
1.037,0.556,0.614,2.319,55.054,-14.587
1.009,0.563,0.594,0.427,58.289,-23.987
1.012,0.601,0.559,0.916,59.570,-30.334
0.952,0.635,0.547,7.141,53.955,-30.945
0.965,0.674,0.571,16.968,45.166,-30.090
0.953,0.705,0.630,23.621,37.109,-29.297
0.961,0.744,0.693,21.179,32.898,-27.954
0.951,0.789,0.743,9.705,33.325,-27.466
0.955,0.832,0.769,-5.005,36.011,-28.503
0.933,0.843,0.785,-18.921,40.039,-33.752
0.927,0.829,0.782,-30.273,46.021,-43.701
0.897,0.817,0.749,-38.330,50.842,-53.894
0.874,0.775,0.725,-40.588,53.101,-65.796
0.821,0.731,0.710,-40.588,53.284,-74.402
0.781,0.693,0.691,-40.955,54.443,-77.515
0.735,0.680,0.678,-41.016,56.580,-78.552
0.689,0.665,0.682,-40.527,58.899,-79.834
0.637,0.641,0.684,-41.748,63.416,-81.726
0.599,0.580,0.662,-47.180,70.496,-84.595
0.547,0.511,0.607,-57.739,80.200,-89.966
0.515,0.454,0.526,-69.824,90.027,-96.619
0.499,0.401,0.439,-78.552,95.459,-102.417
0.503,0.341,0.373,-80.811,93.201,-107.117
0.512,0.258,0.329,-78.125,83.374,-112.244
0.525,0.154,0.305,-75.073,69.885,-118.958
0.550,0.051,0.288,-74.646,57.251,-126.526
0.557,-0.043,0.281,-77.209,44.189,-132.019
0.543,-0.118,0.277,-81.421,32.288,-136.475
0.534,-0.192,0.286,-86.060,24.231,-139.465
0.536,-0.289,0.305,-90.637,18.311,-139.465
0.532,-0.398,0.295,-98.694,16.968,-135.620
0.533,-0.503,0.262,-109.375,20.813,-131.653
0.542,-0.608,0.212,-117.737,25.085,-130.432
0.570,-0.665,0.157,-120.056,20.691,-135.376
0.553,-0.698,0.187,-113.586,8.667,-146.790
0.548,-0.858,0.244,-103.638,1.892,-149.170
0.562,-1.007,0.277,-99.915,-0.488,-130.676
0.565,-1.092,0.311,-105.408,5.066,-116.943
0.588,-1.147,0.299,-113.037,16.846,-107.056
0.608,-1.165,0.262,-114.136,26.733,-98.022
0.592,-1.173,0.245,-103.943,28.076,-88.196
0.574,-1.192,0.233,-86.182,28.503,-77.759
0.581,-1.195,0.204,-66.711,33.691,-67.810
0.595,-1.171,0.149,-48.096,40.649,-56.458
0.615,-1.142,0.077,-28.809,43.091,-44.617
0.648,-1.113,0.008,-8.728,40.283,-36.438
0.686,-1.087,-0.042,10.071,32.654,-32.227
0.724,-1.064,-0.077,25.696,21.545,-30.273
0.776,-1.027,-0.108,36.987,8.667,-29.602
0.810,-0.966,-0.102,44.006,-6.042,-31.921
0.829,-0.961,-0.038,46.570,-20.935,-36.072
0.845,-0.952,0.009,39.490,-29.785,-33.203
0.870,-0.937,0.027,26.794,-33.203,-24.353
0.858,-0.890,0.037,15.564,-35.278,-14.160
0.904,-0.824,0.049,10.193,-38.208,-5.188
0.893,-0.750,0.095,11.963,-46.631,3.601
0.889,-0.672,0.137,17.517,-56.458,14.160
0.882,-0.614,0.176,25.879,-62.439,21.057
0.860,-0.561,0.229,34.241,-62.805,22.522
0.901,-0.499,0.272,39.612,-58.472,20.142
