aX,aY,aZ,gX,gY,gZ
0.881,-0.456,0.322,42.419,-58.472,19.592
0.855,-0.429,0.348,41.260,-58.044,21.667
0.830,-0.423,0.376,37.964,-53.467,22.949
0.832,-0.421,0.388,32.959,-44.556,22.949
0.832,-0.417,0.394,27.832,-34.790,22.461
0.826,-0.400,0.378,23.804,-25.635,22.705
0.826,-0.384,0.352,23.376,-18.616,23.560
0.833,-0.370,0.330,27.100,-13.794,23.499
0.850,-0.365,0.314,33.264,-12.024,23.743
0.828,-0.355,0.300,39.795,-12.390,25.269
0.850,-0.333,0.289,44.678,-10.803,25.330
0.855,-0.310,0.286,48.340,-11.047,24.963
0.859,-0.283,0.287,50.354,-13.794,25.330
0.880,-0.275,0.296,50.232,-17.273,26.367
0.884,-0.289,0.307,46.692,-20.813,27.771
0.902,-0.297,0.318,39.429,-23.010,28.870
0.908,-0.304,0.323,31.372,-25.085,29.114
0.911,-0.304,0.334,24.353,-28.198,28.137
0.915,-0.296,0.347,19.775,-30.762,25.513
0.906,-0.284,0.366,18.433,-32.959,22.217
0.927,-0.271,0.384,19.348,-32.532,16.968
0.911,-0.263,0.406,21.790,-33.081,11.047
0.891,-0.272,0.417,23.804,-31.189,5.737
0.876,-0.292,0.392,24.841,-25.757,2.380
0.872,-0.308,0.336,27.405,-22.217,1.709
0.880,-0.322,0.290,33.875,-25.574,2.319
0.892,-0.348,0.279,43.396,-35.645,1.709
0.887,-0.378,0.320,51.392,-47.363,-0.427
0.874,-0.395,0.384,52.917,-52.979,-1.526
0.867,-0.399,0.425,47.241,-51.025,-1.343
0.857,-0.414,0.450,38.574,-43.457,-1.160
0.848,-0.427,0.445,29.785,-33.447,-0.977
0.841,-0.435,0.418,22.888,-24.170,-0.549
0.840,-0.440,0.378,21.179,-18.372,-0.183
0.855,-0.449,0.347,25.574,-16.113,-0.366
0.846,-0.460,0.358,34.668,-16.602,-1.160
0.821,-0.450,0.380,44.067,-17.151,-0.427
0.808,-0.432,0.400,51.758,-14.587,3.357
0.802,-0.423,0.416,58.105,-9.399,8.606
0.800,-0.418,0.426,62.378,-3.052,13.062
0.808,-0.413,0.419,65.247,2.625,16.052
0.817,-0.396,0.394,68.665,8.728,17.212
0.826,-0.401,0.368,73.486,15.137,16.479
0.847,-0.409,0.338,77.881,20.813,13.672
0.815,-0.435,0.305,79.956,24.658,11.414
0.836,-0.460,0.263,80.750,26.917,8.484
0.857,-0.488,0.241,83.130,23.682,7.324
1.194,-0.609,0.857,5.859,-138.977,185.608
1.176,-0.564,0.964,-10.742,-122.986,174.988
1.188,-0.374,0.981,-31.250,-99.792,166.992
1.239,-0.233,0.925,-33.325,-76.172,143.738
1.154,-0.430,0.882,-16.846,-51.208,103.638
1.074,-0.676,0.836,-17.639,-26.672,82.825
1.022,-0.729,0.748,-34.302,-2.808,84.290
0.934,-0.626,0.691,-48.096,15.991,91.553
0.918,-0.552,0.640,-50.232,21.179,104.492
1.000,-0.569,0.532,-42.236,12.024,113.464
0.882,-0.508,0.506,-28.748,19.226,113.037
0.844,-0.470,0.446,-12.939,29.297,113.586
0.815,-0.448,0.397,4.333,40.588,116.272
0.778,-0.471,0.355,22.827,47.180,119.934
0.652,-0.438,0.344,38.635,48.218,129.333
0.587,-0.350,0.295,51.880,43.945,147.949
0.517,-0.229,0.260,67.383,36.621,169.373
0.591,0.047,0.291,72.083,38.513,186.890
0.346,0.446,0.296,10.437,54.565,192.322
0.394,0.476,0.171,-37.354,41.016,175.232
0.407,0.466,0.088,-38.147,36.560,145.081
0.411,0.548,0.078,-13.733,20.813,105.347
0.336,0.378,0.164,22.888,0.244,70.068
0.361,0.181,0.269,44.434,-17.639,51.331
0.334,0.108,0.331,34.119,-22.034,57.373
0.370,0.152,0.297,14.343,-16.235,65.125
0.382,0.176,0.284,10.254,-3.662,64.453
0.254,0.411,0.277,0.183,4.639,65.430
0.356,0.463,0.215,-14.160,2.747,59.326
0.282,0.215,0.227,-16.846,-4.395,47.058
0.426,0.038,0.199,-21.790,-8.057,38.452
0.429,0.000,0.170,-26.062,-3.296,41.382
0.402,0.106,0.162,-25.940,2.869,48.706
0.362,0.241,0.152,-15.137,6.653,51.147
0.381,0.290,0.147,8.484,9.888,44.678
0.406,0.367,0.162,34.180,11.475,35.461
0.510,0.349,0.188,62.134,10.742,28.931
0.537,0.282,0.227,98.999,12.695,15.869
0.531,0.258,0.231,112.305,16.357,-2.075
0.586,0.237,0.218,110.291,15.625,-14.160
0.647,0.206,0.193,109.009,18.494,-25.452
0.723,0.118,0.134,117.249,27.832,-35.767
0.739,0.038,0.087,129.333,37.109,-46.082
0.832,-0.062,-0.011,144.226,52.246,-54.749
0.811,-0.219,-0.115,168.213,70.740,-55.969
0.855,-0.279,-0.386,195.557,83.740,-53.833
0.926,-0.376,-0.343,229.553,88.013,-44.312
0.890,-0.380,-0.360,256.836,72.327,-21.240
0.941,-0.439,-0.342,268.494,45.349,10.498
0.974,-0.428,-0.317,268.372,23.865,38.269
0.963,-0.358,-0.259,260.010,9.094,57.312
0.945,-0.304,-0.207,247.803,-10.864,71.228
0.956,-0.272,-0.178,230.591,-31.006,77.637
0.925,-0.229,-0.122,209.717,-46.265,76.843
0.905,-0.203,0.012,183.838,-51.147,72.754
0.893,-0.151,0.066,149.780,-58.228,66.772
0.877,-0.121,0.145,113.403,-64.697,58.594
0.918,-0.190,0.241,77.271,-79.895,44.067
0.915,-0.274,0.385,41.321,-98.816,23.682
0.861,-0.345,0.512,5.310,-112.610,7.690
0.809,-0.440,0.667,-30.029,-127.563,-0.610
0.716,-0.043,0.845,-60.852,-149.292,-6.775
0.689,-0.495,1.225,51.453,-200.195,-14.221
0.481,-0.775,1.673,198.730,-164.490,-14.587
0.478,-0.752,1.801,161.133,-126.343,-7.324
0.479,-0.631,1.703,124.207,-75.500,17.883
0.441,-0.439,1.478,106.873,-21.057,31.433
0.419,-0.345,1.241,94.360,5.188,31.189
0.487,-0.285,1.009,68.542,4.272,23.865
0.538,-0.338,0.863,49.072,-3.540,14.771
0.543,-0.414,0.802,43.335,-15.137,8.911
0.438,-0.435,0.888,45.593,-33.752,5.493
0.420,-0.369,1.009,51.270,-47.424,10.437
0.387,-0.321,1.077,53.406,-48.340,13.733
0.354,-0.320,1.103,53.772,-40.955,12.756
0.310,-0.272,1.106,52.307,-30.396,11.597
0.305,-0.242,1.040,48.035,-15.442,9.338
0.308,-0.207,0.883,39.795,1.831,6.409
0.310,-0.148,0.669,32.593,17.090,3.479
0.329,-0.133,0.482,32.043,26.367,-0.488
0.311,-0.137,0.320,41.138,24.292,-5.859
0.304,-0.153,0.250,63.293,11.108,-12.146
0.265,-0.153,0.253,93.384,-2.808,-17.578
0.218,-0.135,0.243,122.681,-10.315,-20.752
0.134,-0.084,0.285,141.296,-8.362,-22.522
0.170,-0.081,0.210,150.879,-3.479,-31.921
0.167,-0.133,0.133,153.931,3.174,-37.659
0.178,-0.195,0.080,136.108,6.165,-43.945
0.221,-0.192,-0.035,96.680,3.784,-51.208
0.205,-0.172,-0.035,58.838,-4.272,-59.570
0.197,-0.202,-0.026,41.504,-22.949,-73.303
0.205,-0.241,-0.023,49.561,-45.105,-88.867
0.176,-0.337,0.125,67.505,-62.012,-101.685
0.204,-0.449,0.266,87.524,-79.895,-112.000
0.205,-0.553,0.405,106.506,-85.999,-114.624
0.245,-0.619,0.520,118.469,-72.205,-108.826
0.296,-0.602,0.542,118.774,-53.467,-102.295
0.321,-0.615,0.525,108.643,-40.710,-101.624
0.347,-0.647,0.540,92.712,-35.767,-106.384
0.401,-0.727,0.604,75.500,-39.551,-115.784
0.458,-0.876,0.705,64.697,-44.922,-125.793
0.494,-0.997,0.812,54.626,-47.668,-131.714
0.519,-1.099,0.910,48.035,-47.180,-130.554
0.522,-1.182,0.979,48.645,-42.786,-123.718
0.568,-1.228,0.998,52.612,-34.973,-109.924
0.653,-1.153,0.978,52.551,-26.550,-93.384
0.633,-1.180,0.941,49.438,-19.226,-84.473
0.656,-1.278,0.961,45.593,-19.531,-80.872
0.661,-1.427,1.048,44.739,-27.893,-79.895
0.642,-1.540,1.171,46.692,-30.884,-76.416
0.617,-1.588,1.277,45.166,-25.085,-67.810
0.623,-1.561,1.298,37.720,-10.376,-53.711
0.615,-1.495,1.209,29.053,8.118,-39.856
0.615,-1.424,1.050,22.583,25.574,-29.480
0.605,-1.351,0.909,17.517,35.095,-22.095
0.603,-1.296,0.804,14.038,37.659,-17.639
0.587,-1.253,0.738,10.376,36.011,-14.038
0.542,-1.211,0.722,7.446,33.447,-14.282
0.482,-1.208,0.727,3.662,31.921,-17.029
1.431,-0.543,-0.864,146.179,117.371,30.884
1.408,-0.529,-0.984,136.230,114.624,32.715
1.485,-0.563,-1.115,116.455,106.262,32.410
1.444,-0.605,-1.229,91.614,88.196,34.180
1.368,-0.649,-1.296,69.153,65.063,36.804
1.349,-0.693,-1.355,52.795,45.471,39.856
1.352,-0.707,-1.405,38.574,26.367,43.457
1.303,-0.657,-1.414,23.743,3.418,48.523
1.222,-0.590,-1.374,14.038,-18.799,52.490
1.201,-0.565,-1.337,11.536,-35.889,55.237
1.184,-0.543,-1.298,8.545,-48.706,58.044
1.088,-0.507,-1.230,5.676,-60.059,61.279
1.044,-0.519,-1.163,7.996,-67.444,65.063
0.954,-0.512,-1.085,17.395,-73.364,70.007
0.851,-0.470,-1.009,32.227,-74.341,74.951
0.780,-0.412,-0.948,48.828,-74.463,78.979
0.712,-0.352,-0.877,62.195,-77.942,80.688
0.629,-0.296,-0.790,71.106,-84.717,79.041
0.582,-0.270,-0.693,75.562,-93.140,75.073
0.516,-0.235,-0.592,74.341,-101.685,70.007
0.466,-0.213,-0.466,69.763,-110.107,63.660
0.442,-0.193,-0.332,62.256,-118.469,56.335
0.408,-0.181,-0.214,50.354,-123.962,49.133
0.372,-0.184,-0.117,35.950,-125.610,42.908
0.354,-0.186,-0.045,29.297,-123.352,39.734
0.341,-0.169,-0.003,31.799,-115.356,40.283
0.320,-0.109,0.037,37.415,-106.262,41.504
0.304,-0.067,0.076,42.908,-96.802,41.260
0.295,-0.043,0.107,47.668,-87.280,39.368
0.291,-0.031,0.138,48.645,-78.674,35.828
0.292,-0.025,0.175,45.715,-72.693,31.189
0.297,-0.029,0.208,39.856,-67.810,26.184
0.313,-0.028,0.212,31.494,-62.439,21.301
0.338,-0.018,0.196,21.973,-57.678,15.808
0.361,-0.025,0.191,10.986,-56.702,9.644
0.384,-0.032,0.197,-0.793,-57.861,4.028
0.393,-0.028,0.220,-7.507,-58.228,0.000
0.394,-0.013,0.240,-5.981,-54.626,-1.282
0.428,0.008,0.231,-0.854,-47.729,-1.160
0.441,0.046,0.208,2.502,-40.283,-1.648
0.450,0.079,0.179,4.944,-34.912,-4.333
0.473,0.098,0.144,6.470,-31.677,-9.155
0.496,0.128,0.111,4.456,-29.846,-15.442
0.502,0.180,0.089,-2.869,-29.297,-23.682
0.511,0.203,0.059,-13.184,-28.870,-33.875
0.526,0.215,-0.006,-25.757,-26.489,-42.725
0.532,0.227,-0.127,-40.527,-21.423,-49.377
0.507,0.244,-0.281,-53.833,-16.479,-55.542
0.554,0.254,-0.457,-62.073,-12.695,-61.218
0.548,0.328,-0.595,-64.087,-14.771,-62.927
0.550,0.389,-0.725,-58.594,-15.259,-63.049
0.567,0.446,-0.870,-46.814,-11.353,-62.622
0.601,0.500,-1.045,-34.363,-6.042,-62.195
0.602,0.575,-1.235,-24.780,-3.540,-63.110
0.569,0.646,-1.407,-15.747,-8.667,-69.763
0.556,0.598,-1.513,-1.587,-26.062,-85.388
0.564,0.456,-1.507,18.738,-56.091,-107.300
0.553,0.304,-1.362,44.250,-89.600,-128.479
0.561,0.102,-1.142,72.510,-117.615,-145.264
0.577,-0.113,-0.882,96.924,-136.780,-157.288
0.580,-0.385,-0.605,115.112,-146.790,-164.978
0.584,-0.638,-0.336,128.662,-148.743,-167.908
0.593,-0.838,-0.074,138.428,-146.606,-167.542
0.613,-1.022,0.154,146.118,-140.442,-165.161
0.667,-1.221,0.333,150.146,-131.287,-161.255
0.724,-1.382,0.471,145.264,-120.483,-156.372
0.784,-1.561,0.565,134.583,-109.070,-150.574
0.836,-1.747,0.621,125.671,-98.022,-141.357
0.888,-1.911,0.653,117.554,-88.501,-127.869
0.934,-1.994,0.707,107.300,-84.167,-111.084
0.932,-1.989,0.802,98.083,-82.642,-90.271
0.890,-1.884,0.870,88.135,-75.439,-67.383
0.824,-1.715,0.863,70.190,-62.683,-47.546
0.749,-1.540,0.800,47.119,-51.636,-33.936
0.699,-1.387,0.719,25.330,-46.082,-26.855
0.651,-1.254,0.637,7.263,-44.128,-23.804
0.605,-1.145,0.575,-6.165,-42.664,-23.926
0.579,-1.073,0.540,-15.503,-41.626,-26.794
0.567,-1.054,0.516,-20.081,-40.588,-30.334
0.546,-1.044,0.523,-18.188,-38.574,-32.227
0.536,-1.063,0.552,-7.324,-33.447,-31.067
0.527,-1.065,0.562,9.521,-22.827,-24.536
0.500,-1.003,0.543,22.583,-8.179,-16.235
0.478,-0.904,0.502,27.893,4.395,-9.766
0.458,-0.806,0.423,28.015,14.709,-6.897
0.445,-0.725,0.317,25.269,23.437,-7.874
0.441,-0.646,0.217,21.667,28.076,-12.451
0.453,-0.591,0.146,16.907,28.076,-20.569
0.471,-0.583,0.106,10.925,24.231,-29.785
0.488,-0.609,0.075,4.822,20.874,-36.377
0.474,-0.618,0.043,-0.061,20.203,-39.001
0.440,-0.599,0.010,-1.526,21.057,-39.307
0.404,-0.556,-0.023,0.488,22.156,-39.551
0.364,-0.513,-0.048,3.906,21.423,-40.710
0.346,-0.474,-0.066,6.958,19.958,-44.128
0.330,-0.437,-0.085,7.568,19.531,-47.974
0.314,-0.413,-0.089,8.118,19.531,-53.101
0.285,-0.397,-0.073,7.690,18.616,-58.960
0.262,-0.401,-0.068,7.874,19.043,-64.758
0.250,-0.407,-0.077,9.155,21.851,-70.923
0.243,-0.409,-0.075,11.169,24.170,-77.148
0.236,-0.396,-0.048,14.221,24.719,-82.397
0.230,-0.367,-0.019,16.785,26.245,-87.708
0.207,-0.328,0.006,19.836,29.480,-94.055
0.191,-0.304,0.036,21.729,32.898,-103.027
0.214,-0.337,0.043,20.935,36.438,-113.586
0.245,-0.431,-0.009,18.311,41.382,-122.192
0.261,-0.527,-0.077,16.968,46.021,-127.380
0.288,-0.630,-0.155,21.973,50.598,-129.883
0.312,-0.737,-0.176,34.058,50.354,-130.249
0.359,-0.862,-0.126,48.828,46.936,-130.615
0.414,-0.998,-0.067,60.181,46.326,-128.479
0.469,-1.116,-0.041,66.528,51.819,-123.108
0.513,-1.197,-0.042,70.313,59.937,-114.929
0.549,-1.261,-0.081,72.083,68.237,-105.225
0.572,-1.300,-0.138,70.984,74.097,-96.252
0.547,-1.298,-0.195,65.552,74.890,-88.806
0.570,-1.388,-0.225,61.035,71.228,-85.815
0.611,-1.506,-0.250,52.490,65.552,-84.717
0.636,-1.639,-0.297,34.180,58.167,-60.486
0.615,-1.633,-0.315,37.170,59.753,-47.791
0.629,-1.671,-0.317,40.527,60.364,-37.476
0.634,-1.731,-0.286,43.091,55.969,-28.381
0.619,-1.753,-0.267,44.922,54.260,-17.090
0.577,-1.716,-0.252,46.936,54.871,-5.066
0.531,-1.672,-0.230,46.509,54.871,5.554
0.516,-1.695,-0.210,46.387,53.955,13.367
0.488,-1.702,-0.203,40.527,52.795,21.057
0.449,-1.703,-0.177,30.945,50.110,27.710
0.411,-1.726,-0.135,22.888,48.340,35.645
0.375,-1.744,-0.076,19.958,47.546,45.288
0.349,-1.744,-0.015,19.043,48.340,58.350
0.283,-1.668,0.029,19.165,52.612,72.632
0.209,-1.532,0.040,17.151,61.768,86.731
0.153,-1.395,0.017,14.465,70.007,95.825
0.122,-1.285,-0.015,9.888,74.768,99.609
0.129,-1.246,-0.038,0.488,77.759,98.511
0.130,-1.256,-0.049,-8.362,77.759,95.703
0.145,-1.283,-0.057,-14.038,78.918,97.046
0.149,-1.292,-0.080,-13.733,82.825,102.478
0.144,-1.285,-0.091,-10.925,87.219,109.619
0.111,-1.246,-0.080,-7.812,89.722,118.103
0.079,-1.190,-0.050,-4.272,91.125,125.244
0.030,-1.117,-0.024,-3.296,94.299,131.592
-0.009,-1.034,-0.009,-5.615,99.609,135.132
-0.002,-0.995,-0.017,-10.681,105.957,135.315
0.024,-0.986,-0.050,-18.860,111.572,134.521
0.050,-0.976,-0.097,-28.870,116.760,134.766
0.073,-0.944,-0.163,-36.377,122.559,137.085
0.093,-0.890,-0.252,-39.795,128.479,141.663
0.108,-0.811,-0.345,-40.588,131.775,146.057
0.111,-0.708,-0.402,-39.246,129.150,147.644
0.135,-0.616,-0.406,-35.950,120.911,144.531
0.180,-0.554,-0.386,-35.400,110.901,137.451
0.233,-0.517,-0.363,-40.344,102.966,129.395
0.268,-0.492,-0.344,-48.157,97.717,122.986
0.290,-0.457,-0.341,-55.176,96.558,118.530
0.319,-0.417,-0.367,-59.326,100.159,116.394
0.346,-0.382,-0.427,-59.875,106.567,116.272
0.383,-0.347,-0.533,-58.044,113.586,117.004
0.417,-0.323,-0.687,-56.458,118.958,117.981
0.450,-0.272,-0.840,-54.199,120.117,118.591
0.480,-0.208,-0.934,-50.598,113.647,117.188
0.509,-0.140,-0.990,-46.875,102.173,113.525
0.520,-0.057,-1.016,-47.241,88.196,107.422
0.537,-0.005,-1.039,-51.575,76.355,98.511
0.548,-0.005,-1.065,-54.504,66.895,87.708
0.565,-0.027,-1.086,-53.589,60.303,77.148
0.577,-0.058,-1.103,-47.424,56.763,68.604
0.595,-0.101,-1.121,-36.255,55.054,62.134
0.606,-0.140,-1.136,-23.254,54.688,57.251
0.605,-0.157,-1.145,-11.475,54.810,53.162
0.603,-0.180,-1.156,-0.732,52.551,49.438
0.605,-0.212,-1.147,8.606,49.805,42.908
0.621,-0.253,-1.136,16.541,44.800,36.865
0.635,-0.280,-1.120,22.705,39.734,30.640
0.639,-0.287,-1.099,24.780,32.959,24.841
0.649,-0.293,-1.070,23.499,24.658,17.761
0.658,-0.307,-1.021,20.691,14.099,9.460
0.676,-0.342,-0.963,17.822,4.456,1.587
0.693,-0.396,-0.913,15.930,-1.404,-4.944
0.710,-0.460,-0.854,15.686,-5.981,-10.437
0.718,-0.511,-0.788,17.761,-10.010,-13.245
0.717,-0.554,-0.724,21.606,-12.207,-13.855
0.717,-0.586,-0.669,24.658,-12.756,-13.611
0.716,-0.605,-0.628,26.062,-12.756,-12.695
0.705,-0.611,-0.595,25.452,-12.085,-11.475
0.697,-0.614,-0.578,23.376,-11.902,-10.742
0.684,-0.612,-0.561,20.386,-12.634,-10.437
0.670,-0.600,-0.536,16.357,-13.794,-10.498
0.667,-0.604,-0.510,13.550,-14.648,-11.047
0.679,-0.611,-0.499,11.902,-14.404,-11.230
0.680,-0.611,-0.502,9.583,-12.817,-10.986
0.682,-0.610,-0.515,8.179,-11.475,-10.315
0.682,-0.616,-0.529,7.324,-11.353,-9.460
0.669,-0.628,-0.530,6.714,-13.000,-8.911
0.657,-0.646,-0.502,5.737,-15.625,-8.850
0.651,-0.666,-0.461,4.639,-17.517,-8.667
0.653,-0.675,-0.430,3.113,-17.090,-7.141
0.662,-0.678,-0.424,1.038,-13.367,-4.822
0.670,-0.671,-0.442,-1.648,-9.216,-2.258
0.673,-0.660,-0.473,-4.028,-5.188,-0.610
0.677,-0.646,-0.509,-4.028,-2.502,0.916
0.680,-0.638,-0.531,-1.465,-1.526,1.953
0.685,-0.632,-0.539,2.197,-1.770,3.052
0.685,-0.619,-0.539,5.554,-2.258,4.028
0.680,-0.603,-0.535,6.897,-2.502,4.700
0.672,-0.592,-0.528,6.287,-2.869,4.700
0.675,-0.586,-0.517,4.578,-3.662,4.028
0.676,-0.589,-0.512,2.563,-3.845,2.869
0.684,-0.594,-0.517,0.183,-3.174,2.197
0.690,-0.599,-0.524,-1.282,-2.747,2.014
0.693,-0.600,-0.530,-2.502,-2.441,2.563
0.697,-0.589,-0.533,-3.235,-2.441,3.418
0.692,-0.576,-0.536,-3.479,-2.075,4.456
0.692,-0.564,-0.536,-2.869,-2.258,5.066
0.682,-0.548,-0.528,-2.625,-2.869,5.493
0.677,-0.535,-0.517,-2.319,-3.479,4.883
0.674,-0.525,-0.499,-2.380,-4.456,4.150
0.673,-0.532,-0.484,-2.197,-4.456,2.991
0.672,-0.536,-0.474,-2.258,-3.418,2.747
0.666,-0.537,-0.476,-2.625,-1.648,2.747
0.666,-0.541,-0.480,-2.197,-0.610,2.808
0.666,-0.545,-0.477,-1.770,-0.183,2.869
0.661,-0.546,-0.473,-1.892,-0.061,2.991
0.660,-0.547,-0.472,-2.319,0.305,2.930
0.659,-0.545,-0.474,-3.174,1.282,2.930
0.657,-0.540,-0.482,-3.906,2.380,3.235
0.660,-0.540,-0.498,-3.845,3.723,2.991
0.665,-0.538,-0.516,-2.991,5.005,2.747
0.673,-0.537,-0.532,-1.648,5.005,2.441
0.676,-0.541,-0.539,-0.183,4.456,1.770
0.676,-0.540,-0.541,0.671,3.296,0.916
0.676,-0.545,-0.535,1.404,1.709,0.000
0.678,-0.555,-0.520,1.526,0.366,-0.977
0.679,-0.569,-0.503,0.793,-0.305,-1.587
0.681,-0.581,-0.492,-0.061,-0.244,-1.953
0.683,-0.588,-0.485,-1.648,0.671,-1.648
0.772,-0.601,-1.446,-81.665,29.175,4.822
0.763,-0.502,-1.656,-100.891,19.531,3.601
0.729,-0.400,-1.835,-120.483,0.305,-1.648
0.666,-0.306,-1.940,-140.259,-31.616,-7.446
0.615,-0.227,-1.974,-150.757,-68.542,-13.611
0.588,-0.142,-1.904,-151.184,-104.980,-20.813
0.542,-0.065,-1.707,-152.588,-139.404,-29.785
0.514,-0.083,-1.497,-162.659,-166.931,-34.363
0.511,-0.205,-1.345,-169.861,-176.147,-36.011
0.471,-0.339,-1.239,-158.508,-177.429,-31.250
0.434,-0.442,-1.143,-126.831,-172.424,-25.024
0.446,-0.526,-0.993,-70.129,-171.875,-22.400
0.447,-0.642,-0.727,5.371,-181.152,-22.095
0.421,-0.726,-0.378,75.806,-187.195,-21.301
0.385,-0.731,-0.036,118.835,-185.547,-21.362
0.359,-0.731,0.211,124.695,-179.016,-21.729
0.398,-0.792,0.314,108.887,-168.335,-20.264
0.482,-0.854,0.296,89.050,-150.940,-19.714
0.590,-0.842,0.136,76.599,-139.893,-15.808
0.525,-0.907,0.161,81.238,-138.367,-7.568
0.473,-0.893,0.235,92.529,-147.034,-5.066
0.379,-0.906,0.389,111.755,-153.137,-8.484
0.319,-0.887,0.551,130.798,-162.292,-15.869
0.257,-0.854,0.741,140.137,-173.645,-26.123
0.232,-0.865,0.903,138.245,-177.734,-34.729
0.236,-0.926,0.990,125.549,-174.438,-41.504
0.285,-0.980,1.014,107.361,-163.696,-47.485
0.303,-1.009,1.005,86.731,-147.644,-47.485
0.321,-1.015,0.968,65.491,-129.456,-46.265
0.307,-1.061,0.955,46.448,-111.450,-42.908
0.245,-1.084,0.990,37.292,-95.886,-40.466
0.235,-1.146,1.037,33.630,-85.510,-40.588
0.292,-1.266,1.038,29.358,-70.129,-43.091
0.391,-1.367,0.987,22.644,-47.607,-41.931
0.513,-1.451,0.844,16.235,-20.325,-37.598
0.658,-1.548,0.766,10.193,-3.235,-30.762
0.785,-1.627,0.646,3.235,12.207,-18.982
0.872,-1.687,0.519,-1.770,26.611,-4.395
0.908,-1.701,0.396,-8.057,31.921,10.925
0.940,-1.714,0.280,-16.724,32.532,24.414
0.967,-1.692,0.189,-27.649,27.954,36.560
0.958,-1.649,0.148,-39.368,20.325,47.241
0.950,-1.605,0.106,-50.293,11.902,58.044
0.938,-1.543,0.063,-62.744,8.179,67.322
0.889,-1.443,0.018,-73.303,4.517,75.989
0.854,-1.357,-0.017,-78.247,2.869,81.787
0.827,-1.290,-0.012,-77.576,-3.113,87.158
0.789,-1.209,0.021,-72.205,-9.949,91.125
0.772,-1.147,0.038,-65.002,-11.292,95.276
0.739,-1.060,0.067,-62.439,-9.338,99.182
0.663,-0.963,0.142,-63.110,-13.550,103.821
0.582,-0.858,0.256,-70.007,-17.029,106.689
0.519,-0.766,0.326,-85.815,-15.137,108.643
0.466,-0.654,0.336,-106.384,-10.010,111.938
0.408,-0.528,0.283,-122.070,-2.747,113.586
0.349,-0.400,0.203,-129.517,4.395,112.000
0.290,-0.297,0.141,-128.296,13.428,105.957
0.283,-0.238,0.088,-118.530,18.311,97.839
0.259,-0.211,0.042,-104.614,19.897,89.783
0.245,-0.176,0.000,-87.097,22.522,81.543
0.201,-0.136,-0.025,-62.866,22.766,72.266
0.186,-0.128,0.007,-36.682,21.729,60.852
0.189,-0.150,0.070,-17.395,21.423,49.866
0.205,-0.189,0.116,-10.925,20.203,41.321
0.228,-0.252,0.133,-16.174,22.278,31.494
0.244,-0.334,0.144,-25.635,22.278,24.536
0.276,-0.381,0.150,-31.616,19.897,19.348
0.293,-0.396,0.160,-32.898,16.235,15.564
0.327,-0.404,0.183,-36.377,11.597,13.123
0.343,-0.425,0.252,-38.086,3.845,9.155
0.360,-0.456,0.390,-36.865,-5.554,3.906
0.371,-0.526,0.592,-29.907,-12.878,-1.587
0.397,-0.589,0.840,-20.020,-14.893,-6.409
0.414,-0.649,1.052,-13.062,-6.958,-8.484
0.453,-0.696,1.172,-9.644,10.803,-8.484
0.520,-0.739,1.172,-8.606,31.860,-6.592
0.565,-0.763,1.097,-11.108,49.927,-2.625
0.609,-0.787,1.016,-16.357,62.744,-1.160
0.635,-0.795,0.974,-22.766,68.909,-0.549
0.637,-0.761,0.951,-34.180,70.557,1.587
0.631,-0.678,0.924,-53.406,71.777,5.249
0.629,-0.593,0.878,-78.186,75.378,7.690
0.606,-0.509,0.823,-101.624,76.172,7.751
0.599,-0.435,0.751,-119.629,78.796,4.639
0.578,-0.370,0.670,-130.798,83.618,0.061
0.570,-0.323,0.600,-138.672,89.661,-4.272
0.563,-0.285,0.553,-137.390,95.154,-10.864
0.560,-0.271,0.502,-127.502,101.563,-16.846
0.593,-0.268,0.429,-113.770,112.549,-24.414
0.633,-0.297,0.327,-101.318,122.559,-29.724
0.687,-0.341,0.200,-90.515,128.845,-35.034
